codigo_ocorrencia,ocorrencia_classificacao,ocorrencia_tipo,ocorrencia_tipo_categoria,ocorrencia_tipo_icao,ocorrencia_latitude,ocorrencia_longitude,ocorrencia_cidade,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_horario,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_numero,divulgacao_relatorio_publicado,divulgacao_dia_publicacao,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista,ocorrencia_dia_extracao,ocorrencia_datahora,ocorrencia_datahora
201009118563788,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-23.2816,-51.2777,CAMBÉ,PR,BRASIL,****,2010-09-11,21:13:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/09/11 21:13,2010/09/11 21:13
200808052216995,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-12.7906,-42.7289,BOQUIRA,BA,BRASIL,SNBO,2008-08-05,16:05:00,NULL,FINALIZADA,A-082/CENIPA/2010,SIM,2010-11-12,1,1,NÃO,2019-01-30,2008/08/05 16:05,2008/08/05 16:05
201012151657272,ACIDENTE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-5.2111,-40.7042,CRATEÚS,CE,BRASIL,SNWS,2010-12-15,09:00:00,NULL,FINALIZADA,A-047/CENIPA/2013,SIM,2013-08-28,4,1,NÃO,2019-01-30,2010/12/15 09:00,2010/12/15 09:00
201007264558261,INCIDENTE,OUTROS,OUTROS,OTHR,-8.2859,-35.9671,CARUARU,PE,BRASIL,****,2010-07-26,22:30:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/07/26 22:30,2010/07/26 22:30
201004277127966,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-22.4761,-44.4711,RESENDE,RJ,BRASIL,****,2010-04-27,18:47:00,NULL,FINALIZADA,A-114/CENIPA/2012,SIM,2012-10-17,8,1,NÃO,2019-01-30,2010/04/27 18:47,2010/04/27 18:47
201011131248621,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-25.4595,-49.5288,CAMPO LARGO,PR,BRASIL,****,2010-11-13,18:00:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/11/13 18:00,2010/11/13 18:00
201010197521320,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-25.4322,-49.5300,CAMPO LARGO,PR,BRASIL,****,2010-10-19,15:40:00,NULL,FINALIZADA,A-096/CENIPA/2011,SIM,2011-11-04,2,1,NÃO,2019-01-30,2010/10/19 15:40,2010/10/19 15:40
201005117819395,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-5.3526,-49.1420,MARABÁ,PA,BRASIL,SBMA,2010-05-11,18:32:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/05/11 18:32,2010/05/11 18:32
201005182934522,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-9.6608,-35.7016,MACEIÓ,AL,BRASIL,SBMO,2010-05-18,21:50:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/05/18 21:50,2010/05/18 21:50
201006109279425,INCIDENTE,SUPERAQUECIMENTO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,****,2010-06-10,03:00:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/06/10 03:00,2010/06/10 03:00
201004018719530,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,SBFZ,2010-04-01,13:16:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/04/01 13:16,2010/04/01 13:16
201008287136381,INCIDENTE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,SBFZ,2010-08-28,15:25:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/08/28 15:25,2010/08/28 15:25
201005292296684,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,SBFZ,2010-05-29,19:38:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/05/29 19:38,2010/05/29 19:38
200906142120489,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-29.3647,-50.8272,CANELA,RS,BRASIL,****,2009-06-14,20:20:00,NULL,FINALIZADA,IG-028/CENIPA/2010,SIM,2010-04-28,8,1,NÃO,2019-01-30,2009/06/14 20:20,2009/06/14 20:20
201011259557251,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-22.0011,-54.8217,ITAPORÃ,MS,BRASIL,****,2010-11-25,12:20:00,NULL,ATIVA,A DEFINIR,NÃO,NULL,0,1,NÃO,2019-01-30,2010/11/25 12:20,2010/11/25 12:20
201008072819019,INCIDENTE GRAVE,PANE SECA,COMBUSTÍVEL,FUEL,-17.7435,-48.6212,CALDAS NOVAS,GO,BRASIL,****,2010-08-07,20:50:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/08/07 20:50,2010/08/07 20:50
201008071138121,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-17.7435,-48.6212,CALDAS NOVAS,GO,BRASIL,****,2010-08-07,12:10:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/08/07 12:10,2010/08/07 12:10
201009288659146,INCIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OUTROS,OTHR,-17.7435,-48.6212,CALDAS NOVAS,GO,BRASIL,****,2010-09-28,18:30:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/09/28 18:30,2010/09/28 18:30
201008047389718,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBGL,2010-08-04,13:27:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/08/04 13:27,2010/08/04 13:27
201001194277792,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,****,2010-01-19,12:16:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/01/19 12:16,2010/01/19 12:16
201001179309948,INCIDENTE,OUTROS,OUTROS,OTHR,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBGL,2010-01-17,12:27:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/01/17 12:27,2010/01/17 12:27
201006191398784,INCIDENTE,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,MAC,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,****,2010-06-19,13:16:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/06/19 13:16,2010/06/19 13:16
201012132567335,INCIDENTE GRAVE,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBGL,2010-12-13,11:00:00,NULL,ATIVA,A DEFINIR,NÃO,NULL,0,1,NÃO,2019-01-30,2010/12/13 11:00,2010/12/13 11:00
201002244595329,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBJR,2010-02-24,19:37:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/02/24 19:37,2010/02/24 19:37
201001231708653,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBGL,2010-01-23,03:30:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/01/23 03:30,2010/01/23 03:30
201012187188169,ACIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,****,2010-12-18,13:15:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/12/18 13:15,2010/12/18 13:15
201008236285883,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBRJ,2010-08-23,23:55:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/08/23 23:55,2010/08/23 23:55
201008126750306,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-22.9103,-43.1628,RIO DE JANEIRO,RJ,BRASIL,SBRJ,2010-08-12,12:26:00,NULL,FINALIZADA,A-001/CENIPA/2012,SIM,2012-02-22,19,1,SIM,2019-01-30,2010/08/12 12:26,2010/08/12 12:26
201009171194409,INCIDENTE GRAVE,POUSO LONGO,EXCURSÃO DE PISTA,RE,-22.9875,-43.3700,RIO DE JANEIRO,RJ,BRASIL,SBJR,2010-09-17,13:55:00,NULL,FINALIZADA,IG-552/CENIPA/2016,SIM,2018-09-04,0,1,SIM,2019-01-30,2010/09/17 13:55,2010/09/17 13:55
201009178097210,INCIDENTE GRAVE,POUSO LONGO,EXCURSÃO DE PISTA,RE,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBJR,2010-09-17,18:46:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/09/17 18:46,2010/09/17 18:46
201008216444167,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,****,2010-08-21,16:35:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/08/21 16:35,2010/08/21 16:35
200803027213180,ACIDENTE,OUTROS,OUTROS,OTHR,-23.1783,-43.3717,RIO DE JANEIRO,RJ,BRASIL,****,2008-03-02,14:41:00,NULL,FINALIZADA,A-013/CENIPA/2010,SIM,2010-04-06,12,1,NÃO,2019-01-30,2008/03/02 14:41,2008/03/02 14:41
201011203022414,INCIDENTE,OUTROS,OUTROS,OTHR,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBJR,2010-11-20,13:02:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/11/20 13:02,2010/11/20 13:02
201008217521902,INCIDENTE,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,MAC,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,****,2010-08-21,13:25:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/08/21 13:25,2010/08/21 13:25
201008279652538,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,****,2010-08-27,13:27:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/08/27 13:27,2010/08/27 13:27
201003213588565,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBJR,2010-03-21,13:46:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/03/21 13:46,2010/03/21 13:46
201003204915195,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBJR,2010-03-20,20:02:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/03/20 20:02,2010/03/20 20:02
201008109140039,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBGL,2010-08-10,12:30:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/08/10 12:30,2010/08/10 12:30
201009113466206,INCIDENTE,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,MAC,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,****,2010-09-11,20:30:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/09/11 20:30,2010/09/11 20:30
201002065016376,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,****,2010-02-06,21:09:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/02/06 21:09,2010/02/06 21:09
201004182114393,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBJR,2010-04-18,16:23:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/04/18 16:23,2010/04/18 16:23
201007297440059,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBJR,2010-07-29,19:12:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/07/29 19:12,2010/07/29 19:12
201004164238871,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,****,2010-04-16,20:00:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/04/16 20:00,2010/04/16 20:00
201004213280391,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBJR,2010-04-21,13:20:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/04/21 13:20,2010/04/21 13:20
201009154502343,INCIDENTE,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA,ARC,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBRJ,2010-09-15,17:54:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/09/15 17:54,2010/09/15 17:54
201010054556018,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,****,2010-10-05,21:46:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/10/05 21:46,2010/10/05 21:46
201012123962503,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBRJ,2010-12-12,19:00:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/12/12 19:00,2010/12/12 19:00
201001038310000,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBRJ,2010-01-03,03:00:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/01/03 03:00,2010/01/03 03:00
201006196995819,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBRJ,2010-06-19,19:05:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/06/19 19:05,2010/06/19 19:05
201005135588412,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBJR,2010-05-13,16:10:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/05/13 16:10,2010/05/13 16:10
201004062752207,INCIDENTE,OUTROS,OUTROS,OTHR,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBGL,2010-04-06,02:35:00,NULL,FINALIZADA,***,NÃO,NULL,3,1,NÃO,2019-01-30,2010/04/06 02:35,2010/04/06 02:35
201001032039399,INCIDENTE,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,MAC,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,****,2010-01-03,12:00:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/01/03 12:00,2010/01/03 12:00
201007306486522,INCIDENTE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBRJ,2010-07-30,09:24:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/07/30 09:24,2010/07/30 09:24
201001278682362,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBGL,2010-01-27,20:06:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/01/27 20:06,2010/01/27 20:06
200804035679306,INCIDENTE GRAVE,PANE SECA,COMBUSTÍVEL,FUEL,-23.0111,-43.3322,RIO DE JANEIRO,RJ,BRASIL,****,2008-04-03,18:30:00,NULL,FINALIZADA,IG-072/CENIPA/2010,SIM,2010-09-24,2,1,NÃO,2019-01-30,2008/04/03 18:30,2008/04/03 18:30
201006102282045,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBGL,2010-06-10,17:30:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/06/10 17:30,2010/06/10 17:30
201006254311754,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,****,2010-06-25,13:05:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/06/25 13:05,2010/06/25 13:05
201007207237409,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,****,2010-07-20,12:41:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/07/20 12:41,2010/07/20 12:41
201001194936576,INCIDENTE,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,MAC,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,****,2010-01-19,13:20:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/01/19 13:20,2010/01/19 13:20
201007127913247,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-22.9875,-43.3700,RIO DE JANEIRO,RJ,BRASIL,SBJR,2010-07-12,19:53:00,NULL,FINALIZADA,A-133/CENIPA/2011,SIM,2011-12-21,3,1,NÃO,2019-01-30,2010/07/12 19:53,2010/07/12 19:53
201010049628359,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,****,2010-10-04,12:30:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/10/04 12:30,2010/10/04 12:30
201003242699782,INCIDENTE,OUTROS,OUTROS,OTHR,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,****,2010-03-24,11:35:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/03/24 11:35,2010/03/24 11:35
201005013568699,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBGL,2010-05-01,02:10:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/05/01 02:10,2010/05/01 02:10
201010231319695,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBJR,2010-10-23,17:43:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/10/23 17:43,2010/10/23 17:43
201008315790521,INCIDENTE,OUTROS,OUTROS,OTHR,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,****,2010-08-31,12:35:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/08/31 12:35,2010/08/31 12:35
201009112260981,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,****,2010-09-11,15:30:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/09/11 15:30,2010/09/11 15:30
201007286714525,INCIDENTE,PERDA DE COMPONENTE EM VOO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,****,2010-07-28,10:05:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/07/28 10:05,2010/07/28 10:05
201002078611033,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-17.1044,54.4922,ITIQUIRA,MT,BRASIL,****,2010-02-07,11:30:00,NULL,FINALIZADA,A-032/CENIPA/2011,SIM,2011-07-21,1,1,NÃO,2019-01-30,2010/02/07 11:30,2010/02/07 11:30
201009157803495,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-28.3214,-52.8156,CARAZINHO,RS,BRASIL,SSKZ,2010-09-15,20:00:00,NULL,FINALIZADA,IG-528/CENIPA/2017,SIM,2018-05-17,0,1,NÃO,2019-01-30,2010/09/15 20:00,2010/09/15 20:00
201005189804992,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-2.0033,-54.0734,MONTE ALEGRE,PA,BRASIL,****,2010-05-18,14:55:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/05/18 14:55,2010/05/18 14:55
201004126225047,INCIDENTE,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO,GCOL,-2.0033,-54.0734,MONTE ALEGRE,PA,BRASIL,****,2010-04-12,18:10:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/04/12 18:10,2010/04/12 18:10
201005197280476,ACIDENTE,VOO CONTROLADO CONTRA O TERRENO,VOO CONTROLADO CONTRA O TERRENO,CFIT,-25.0022,-53.5019,CASCAVEL,PR,BRASIL,SBCA,2010-05-19,08:10:00,NULL,FINALIZADA,A-034/CENIPA/2012,SIM,2012-03-22,2,1,NÃO,2019-01-30,2010/05/19 08:10,2010/05/19 08:10
201002254209633,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-24.9538,-53.4597,CASCAVEL,PR,BRASIL,SBCA,2010-02-25,11:17:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/02/25 11:17,2010/02/25 11:17
201001109069046,INCIDENTE GRAVE,FOGO EM VOO,FOGO/FUMAÇA (SEM IMPACTO),F-NI,-15.2403,-59.3542,CASCAVEL,PR,BRASIL,****,2010-01-10,23:15:00,NULL,FINALIZADA,I-004/CENIPA/2011,SIM,2011-06-30,2,1,NÃO,2019-01-30,2010/01/10 23:15,2010/01/10 23:15
201007149155157,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-16.2986,-49.0899,CAMPO LIMPO DE GOIÁS,GO,BRASIL,****,2010-07-14,20:00:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/07/14 20:00,2010/07/14 20:00
201009189884837,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-21.4796,-56.1458,JARDIM,MS,BRASIL,****,2010-09-18,18:30:00,NULL,FINALIZADA,ENCERRADA NO RAI,NÃO,NULL,0,1,NÃO,2019-01-30,2010/09/18 18:30,2010/09/18 18:30
201009303990577,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-1.9092,-55.5163,ÓBIDOS,PA,BRASIL,****,2010-09-30,11:30:00,NULL,ATIVA,IG-582/CENIPA/2018,NÃO,NULL,0,1,NÃO,2019-01-30,2010/09/30 11:30,2010/09/30 11:30
