codigo_ocorrencia,ocorrencia_classificacao,ocorrencia_tipo,ocorrencia_tipo_categoria,ocorrencia_tipo_icao,ocorrencia_latitude,ocorrencia_longitude,ocorrencia_cidade,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_horario,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_numero,divulgacao_relatorio_publicado,divulgacao_dia_publicacao,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista,ocorrencia_dia_extracao,ocorrencia_datahora,ocorrencia_datahora
201011091278987,ACIDENTE,OUTROS,OUTROS,OTHR,-12.7981,-41.3247,ANDARAÍ,BA,BRASIL,****,2010-11-09,18:30:00,NULL,FINALIZADA,A-057/CENIPA/2011,SIM,2011-08-01,1,1,NÃO,2019-01-30,2010/11/09 18:30,2010/11/09 18:30
201001242939426,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-22.4795,-42.2042,CASIMIRO DE ABREU,RJ,BRASIL,****,2010-01-24,16:15:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/01/24 16:15,2010/01/24 16:15
201011149140276,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-1.4598,-48.4878,BELÉM,PA,BRASIL,****,2010-11-14,08:30:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/11/14 08:30,2010/11/14 08:30
201003157975103,INCIDENTE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-1.4598,-48.4878,BELÉM,PA,BRASIL,SBJC,2010-03-15,18:15:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/03/15 18:15,2010/03/15 18:15
201012016897994,INCIDENTE,PERDA DE COMPONENTE NO SOLO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-1.4598,-48.4878,BELÉM,PA,BRASIL,****,2010-12-01,20:30:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/12/01 20:30,2010/12/01 20:30
201012279008801,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-1.4598,-48.4878,BELÉM,PA,BRASIL,SBBE,2010-12-27,12:25:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/12/27 12:25,2010/12/27 12:25
201009246639670,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-1.4144,-48.4608,BELÉM,PA,BRASIL,SBJC,2010-09-24,18:10:00,NULL,FINALIZADA,A-035/CENIPA/2012,SIM,2012-03-22,6,1,NÃO,2019-01-30,2010/09/24 18:10,2010/09/24 18:10
201003165696639,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-1.4598,-48.4878,BELÉM,PA,BRASIL,SBJC,2010-03-16,20:00:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/03/16 20:00,2010/03/16 20:00
201001281486823,INCIDENTE,SUPERAQUECIMENTO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-1.4598,-48.4878,BELÉM,PA,BRASIL,****,2010-01-28,16:00:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/01/28 16:00,2010/01/28 16:00
201001039816642,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-1.4598,-48.4878,BELÉM,PA,BRASIL,SBBE,2010-01-03,11:05:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/01/03 11:05,2010/01/03 11:05
201005051334695,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-1.4598,-48.4878,BELÉM,PA,BRASIL,****,2010-05-05,17:10:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/05/05 17:10,2010/05/05 17:10
201001263547558,INCIDENTE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-1.4598,-48.4878,BELÉM,PA,BRASIL,SBJC,2010-01-26,14:30:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/01/26 14:30,2010/01/26 14:30
201010049862959,INCIDENTE GRAVE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-1.4598,-48.4878,BELÉM,PA,BRASIL,****,2010-10-04,13:50:00,NULL,ATIVA,IG-583/CENIPA/2019,NÃO,NULL,0,1,NÃO,2019-01-30,2010/10/04 13:50,2010/10/04 13:50
201011199834898,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-1.4598,-48.4878,BELÉM,PA,BRASIL,****,2010-11-19,15:56:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/11/19 15:56,2010/11/19 15:56
201011246080505,INCIDENTE,COM PARA-BRISAS / JANELA / PORTA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-23.4135,-51.4383,ARAPONGAS,PR,BRASIL,SSOG,2010-11-24,14:20:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/11/24 14:20,2010/11/24 14:20
201005176723022,INCIDENTE,AERONAVE ATINGIDA POR OBJETO,OUTROS,OTHR,-31.2878,-53.6642,BAGÉ,RS,BRASIL,****,2010-05-17,14:20:00,NULL,FINALIZADA,FINALIZADA NA FNCO,NÃO,NULL,0,1,NÃO,2019-01-30,2010/05/17 14:20,2010/05/17 14:20
200804024477177,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,-31.3028,-54.0314,BAGÉ,RS,BRASIL,****,2008-04-02,18:30:00,NULL,FINALIZADA,A-036/CENIPA/2010,SIM,2010-06-10,1,1,NÃO,2019-01-30,2008/04/02 18:30,2008/04/02 18:30
201010179552033,INCIDENTE,CORTE INVOLUNTÁRIO DO MOTOR,OUTROS,OTHR,-22.7409,-47.3304,AMERICANA,SP,BRASIL,****,2010-10-17,15:05:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/10/17 15:05,2010/10/17 15:05
201009206680851,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-7.1323,-34.9292,BAYEUX,PB,BRASIL,****,2010-09-20,23:00:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/09/20 23:00,2010/09/20 23:00
200906268393861,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-2.1297,-49.3103,CAMETÁ,PA,BRASIL,****,2009-06-26,17:00:00,NULL,FINALIZADA,A-047/CENIPA/2010,SIM,2010-06-10,1,1,NÃO,2019-01-30,2009/06/26 17:00,2009/06/26 17:00
201008237823514,INCIDENTE,OUTROS,OUTROS,OTHR,-7.1913,-48.2087,ARAGUAÍNA,TO,BRASIL,****,2010-08-23,19:32:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/08/23 19:32,2010/08/23 19:32
201006104034316,INCIDENTE,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,MAC,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,****,2010-06-10,11:52:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/06/10 11:52,2010/06/10 11:52
201011085854903,INCIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,SBME,2010-11-08,18:05:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/11/08 18:05,2010/11/08 18:05
201006169141500,INCIDENTE,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,MAC,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,****,2010-06-16,13:45:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/06/16 13:45,2010/06/16 13:45
201004151589100,INCIDENTE,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA,ARC,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,SBME,2010-04-15,13:10:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/04/15 13:10,2010/04/15 13:10
201010104822769,INCIDENTE,OUTROS,OUTROS,OTHR,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,****,2010-10-10,12:20:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/10/10 12:20,2010/10/10 12:20
200904048654807,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,****,2009-04-04,14:02:00,NULL,FINALIZADA,I-010/CENIPA/2010,SIM,2010-03-29,1,1,NÃO,2019-01-30,2009/04/04 14:02,2009/04/04 14:02
201008151257456,INCIDENTE,F.O.D.,OUTROS,OTHR,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,****,2010-08-15,11:00:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/08/15 11:00,2010/08/15 11:00
201009277696284,INCIDENTE,POUSO EM LOCAL NÃO PREVISTO,OUTROS,OTHR,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,****,2010-09-27,16:53:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/09/27 16:53,2010/09/27 16:53
201003204277780,INCIDENTE,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,MAC,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,****,2010-03-20,21:58:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/03/20 21:58,2010/03/20 21:58
201004189831956,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,SBME,2010-04-18,18:25:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/04/18 18:25,2010/04/18 18:25
201010127896870,ACIDENTE,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO,GCOL,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,****,2010-10-12,19:00:00,NULL,ATIVA,A DEFINIR,NÃO,NULL,0,1,NÃO,2019-01-30,2010/10/12 19:00,2010/10/12 19:00
201004218775319,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,SBME,2010-04-21,18:37:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/04/21 18:37,2010/04/21 18:37
201012049450700,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,SBME,2010-12-04,20:43:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/12/04 20:43,2010/12/04 20:43
201009197328590,ACIDENTE,FALHA ESTRUTURAL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-26.9161,-49.0576,BLUMENAU,SC,BRASIL,****,2010-09-19,12:50:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/09/19 12:50,2010/09/19 12:50
201003159435255,INCIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-26.9161,-49.0576,BLUMENAU,SC,BRASIL,SSBL,2010-03-15,21:05:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/03/15 21:05,2010/03/15 21:05
201005157261605,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-16.0553,-57.6269,CÁCERES,MT,BRASIL,SWKC,2010-05-15,20:40:00,NULL,FINALIZADA,ENCERRADA NO RAI,NÃO,NULL,0,1,NÃO,2019-01-30,2010/05/15 20:40,2010/05/15 20:40
200902079713655,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-3.2592,-60.6719,MANACAPURU,AM,BRASIL,****,2009-02-07,17:30:00,NULL,FINALIZADA,A-018/CENIPA/2010,SIM,2010-04-06,22,1,NÃO,2019-01-30,2009/02/07 17:30,2009/02/07 17:30
201004218537581,ACIDENTE,INDETERMINADO,INDETERMINADO,UNK,-23.0208,-44.0956,MANGARATIBA,RJ,BRASIL,****,2010-04-21,18:55:00,NULL,FINALIZADA,A DEFINIR,NÃO,NULL,0,1,NÃO,2019-01-30,2010/04/21 18:55,2010/04/21 18:55
201006152787298,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-2.9662,-60.2105,MANAUS,AM,BRASIL,SBEG,2010-06-15,15:20:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/06/15 15:20,2010/06/15 15:20
201003071588637,INCIDENTE GRAVE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-3.0506,-60.0508,MANAUS,AM,BRASIL,SBEG,2010-03-07,19:35:00,NULL,FINALIZADA,IG-171/CENIPA/2013,SIM,2013-12-30,2,1,SIM,2019-01-30,2010/03/07 19:35,2010/03/07 19:35
201005133510067,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-3.0808,3.0808,MANAUS,AM,BRASIL,****,2010-05-13,18:58:00,NULL,FINALIZADA,A-044/CENIPA/2011,SIM,2011-08-01,4,1,NÃO,2019-01-30,2010/05/13 18:58,2010/05/13 18:58
201011107797754,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-2.9662,-60.2105,MANAUS,AM,BRASIL,****,2010-11-10,03:00:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/11/10 03:00,2010/11/10 03:00
201003203348591,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-2.9662,-60.2105,MANAUS,AM,BRASIL,SBEG,2010-03-20,11:00:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/03/20 11:00,2010/03/20 11:00
200810103696386,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-3.0728,-60.0211,MANAUS,AM,BRASIL,SWFN,2008-10-10,14:50:00,NULL,FINALIZADA,A-030/CENIPA/2010,SIM,2010-05-05,2,1,NÃO,2019-01-30,2008/10/10 14:50,2008/10/10 14:50
201005016268366,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-2.9662,-60.2105,MANAUS,AM,BRASIL,SBEG,2010-05-01,16:15:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/05/01 16:15,2010/05/01 16:15
201011257599057,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-2.9662,-60.2105,MANAUS,AM,BRASIL,SBEG,2010-11-25,13:20:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/11/25 13:20,2010/11/25 13:20
201009242818417,INCIDENTE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-2.9662,-60.2105,MANAUS,AM,BRASIL,****,2010-09-24,10:40:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/09/24 10:40,2010/09/24 10:40
201012051892747,INCIDENTE,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO,GCOL,-2.9662,-60.2105,MANAUS,AM,BRASIL,****,2010-12-05,14:55:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/12/05 14:55,2010/12/05 14:55
201005071434215,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-2.9662,-60.2105,MANAUS,AM,BRASIL,****,2010-05-07,10:28:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/05/07 10:28,2010/05/07 10:28
201010189895377,INCIDENTE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-2.9662,-60.2105,MANAUS,AM,BRASIL,****,2010-10-18,21:45:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/10/18 21:45,2010/10/18 21:45
201004205153491,ACIDENTE,POUSO EM LOCAL NÃO PREVISTO,OUTROS,OTHR,-15.3106,-54.8992,CAMPO VERDE,MT,BRASIL,****,2010-04-20,16:30:00,NULL,FINALIZADA,A-033/CENIPA/2012,SIM,2012-03-22,2,1,NÃO,2019-01-30,2010/04/20 16:30,2010/04/20 16:30
201005292720144,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,-10.2681,-36.3067,FELIZ DESERTO,AL,BRASIL,****,2010-05-29,09:55:00,NULL,FINALIZADA,A-062/CENIPA/2013,SIM,2013-12-30,3,1,NÃO,2019-01-30,2010/05/29 09:55,2010/05/29 09:55
201005157838739,INCIDENTE,FALHA DO MOTOR NO SOLO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-5.8132,-61.2992,MANICORÉ,AM,BRASIL,****,2010-05-15,12:00:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/05/15 12:00,2010/05/15 12:00
201005059156583,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-5.8132,-61.2992,MANICORÉ,AM,BRASIL,****,2010-05-05,09:32:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/05/05 09:32,2010/05/05 09:32
201003196002885,ACIDENTE,PANE SECA,COMBUSTÍVEL,FUEL,-20.5125,-54.5364,CAMPO GRANDE,MS,BRASIL,****,2010-03-19,19:30:00,NULL,FINALIZADA,A-054/CENIPA/2011,SIM,2011-08-01,1,1,NÃO,2019-01-30,2010/03/19 19:30,2010/03/19 19:30
200801312064450,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-20.5050,54.5242,CAMPO GRANDE,MS,BRASIL,SBCG,2008-01-31,22:10:00,NULL,FINALIZADA,A-003/CENIPA/2010,SIM,2010-03-19,2,1,SIM,2019-01-30,2008/01/31 22:10,2008/01/31 22:10
201011189195123,INCIDENTE GRAVE,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA,ARC,-20.4694,-54.6703,CAMPO GRANDE,MS,BRASIL,SBCG,2010-11-18,23:08:00,NULL,ATIVA,A DEFINIR,NÃO,NULL,0,1,NÃO,2019-01-30,2010/11/18 23:08,2010/11/18 23:08
201010215404740,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-20.3729,-54.5767,CAMPO GRANDE,MS,BRASIL,SSIE,2010-10-21,09:45:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/10/21 09:45,2010/10/21 09:45
201010303623443,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-20.3729,-54.5767,CAMPO GRANDE,MS,BRASIL,SBCG,2010-10-30,14:20:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/10/30 14:20,2010/10/30 14:20
201011134151023,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-21.2055,-50.4392,ARAÇATUBA,SP,BRASIL,****,2010-11-13,23:30:00,NULL,ATIVA,A DEFINIR,NÃO,NULL,0,1,NÃO,2019-01-30,2010/11/13 23:30,2010/11/13 23:30
201008244239240,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-30.0022,-52.9403,CACHOEIRA DO SUL,RS,BRASIL,****,2010-08-24,19:40:00,NULL,FINALIZADA,A-038/CENIPA/2011,SIM,2011-07-21,1,1,NÃO,2019-01-30,2010/08/24 19:40,2010/08/24 19:40
201001121584663,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,-1.4169,-51.6339,GURUPÁ,PA,BRASIL,****,2010-01-12,14:30:00,NULL,FINALIZADA,A-505/CENIPA/2016,SIM,2016-03-18,0,1,NÃO,2019-01-30,2010/01/12 14:30,2010/01/12 14:30
201007109874478,INCIDENTE,POUSO EM LOCAL NÃO PREVISTO,OUTROS,OTHR,-19.3981,-40.0653,LINHARES,ES,BRASIL,****,2010-07-10,11:20:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/07/10 11:20,2010/07/10 11:20
201012051797371,INCIDENTE,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-21.7904,-48.1744,ARARAQUARA,SP,BRASIL,****,2010-12-05,00:27:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/12/05 00:27,2010/12/05 00:27
201011056921478,ACIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OUTROS,OTHR,-21.8044,-48.1403,ARARAQUARA,SP,BRASIL,SBAQ,2010-11-05,22:36:00,NULL,ATIVA,A DEFINIR,NÃO,NULL,0,1,SIM,2019-01-30,2010/11/05 22:36,2010/11/05 22:36
201012108109141,INCIDENTE,COM PARA-BRISAS / JANELA / PORTA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-5.9104,-35.2592,PARNAMIRIM,RN,BRASIL,****,2010-12-10,13:45:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/12/10 13:45,2010/12/10 13:45
201009236901879,INCIDENTE,OUTROS,OUTROS,OTHR,-15.5700,-56.0733,CUIABÁ,MT,BRASIL,****,2010-09-23,17:30:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/09/23 17:30,2010/09/23 17:30
201009258717191,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-15.5700,-56.0733,CUIABÁ,MT,BRASIL,****,2010-09-25,21:10:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/09/25 21:10,2010/09/25 21:10
201004305917589,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-15.5700,-56.0733,CUIABÁ,MT,BRASIL,SJCY,2010-04-30,19:00:00,NULL,FINALIZADA,ENCERRADA NO RAI,NÃO,NULL,0,1,SIM,2019-01-30,2010/04/30 19:00,2010/04/30 19:00
201008026882981,INCIDENTE,OUTROS,OUTROS,OTHR,-15.5700,-56.0733,CUIABÁ,MT,BRASIL,****,2010-08-02,10:00:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/08/02 10:00,2010/08/02 10:00
201004167352225,INCIDENTE,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,MAC,-15.5700,-56.0733,CUIABÁ,MT,BRASIL,****,2010-04-16,20:50:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/04/16 20:50,2010/04/16 20:50
201005071882506,INCIDENTE,PERDA DE COMPONENTE EM VOO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-15.5700,-56.0733,CUIABÁ,MT,BRASIL,****,2010-05-07,22:17:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/05/07 22:17,2010/05/07 22:17
201004127027692,INCIDENTE,VAZAMENTO DE OUTROS FLUIDOS,OUTROS,OTHR,-22.0248,-48.9204,AREALVA,SP,BRASIL,****,2010-04-12,14:03:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/04/12 14:03,2010/04/12 14:03
201008235420372,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-22.0248,-48.9204,AREALVA,SP,BRASIL,****,2010-08-23,15:15:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/08/23 15:15,2010/08/23 15:15
200902198630783,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-31.0022,-51.8258,CAMAQUÃ,RS,BRASIL,****,2009-02-19,12:30:00,NULL,FINALIZADA,A-073/CENIPA/2010,SIM,2010-09-24,1,1,NÃO,2019-01-30,2009/02/19 12:30,2009/02/19 12:30
201009151256020,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-5.3322,-56.1661,ITAITUBA,PA,BRASIL,****,2010-09-15,18:10:00,NULL,FINALIZADA,A-086/CENIPA/2011,SIM,2011-09-23,9,1,NÃO,2019-01-30,2010/09/15 18:10,2010/09/15 18:10
201012134795957,INCIDENTE GRAVE,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO,GCOL,-4.3125,-56.1097,ITAITUBA,PA,BRASIL,SBIH,2010-12-13,19:25:00,NULL,FINALIZADA,A DEFINIR,NÃO,NULL,0,1,SIM,2019-01-30,2010/12/13 19:25,2010/12/13 19:25
201002038111142,INCIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,-23.2816,-51.2777,CAMBÉ,PR,BRASIL,****,2010-02-03,14:30:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2010/02/03 14:30,2010/02/03 14:30
